source_event_id,case_id,activity,from_ts,to_ts,resource,depot,area,equipment_id,equipment_type,cost_amount,priority
EVT-0000517,WO-2026-00059,Returned to Service,2026-03-28 19:23:00,2026-03-28 19:41:00,T-101,North Depot,N-Bay-1,EQ-1138,Pump,773.75,High
EVT-0000518,WO-2026-00060,Fault Reported,2026-02-27 08:11:00,2026-02-27 08:22:00,T-201,Central Depot,C-Bay-2,EQ-1274,Pump,2163.19,Medium
EVT-0000519,WO-2026-00060,Triaged,2026-02-27 09:08:00,2026-02-27 10:55:00,T-201,Central Depot,C-Bay-2,EQ-1274,Pump,2261.42,Low
EVT-0000520,WO-2026-00060,Parts Ordered,2026-03-02 16:08:00,2026-03-02 17:52:00,T-201,Central Depot,C-Bay-2,EQ-1274,Pump,,
EVT-0000521,WO-2026-00060,Parts Received,2026-03-02 17:16:00,2026-03-02 20:03:00,T-201,Central Depot,C-Bay-2,EQ-1274,Pump,1912.10,
EVT-0000522,WO-2026-00060,Parts Ordered,2026-03-04 18:16:00,2026-03-04 21:08:00,T-201,Central Depot,C-Bay-2,EQ-1274,Pump,1067.21,High
EVT-0000523,WO-2026-00060,Parts Received,2026-03-04 21:14:00,2026-03-05 00:09:00,T-201,Central Depot,C-Bay-2,EQ-1274,Pump,,
EVT-0000524,WO-2026-00060,Repair Started,2026-03-05 06:14:00,2026-03-05 08:08:00,T-201,Central Depot,C-Bay-2,EQ-1274,Pump,424.34,High
,WO-2026-00060,Repair Completed,2026-03-05 09:14:00,2026-03-05 09:41:00,T-302,South Depot,C-Bay-2,EQ-1274,Pump,,Low
,WO-2026-00060,Tested,2026-03-05 11:33:00,2026-03-05 13:01:00,T-302,South Depot,C-Bay-2,EQ-1274,Pump,1765.91,
,WO-2026-00060,Returned to Service,2026-03-05 12:56:00,2026-03-05 14:41:00,T-302,South Depot,C-Bay-2,EQ-1274,Pump,2104.17,High
,WO-2026-00061,Fault Reported,2026-05-01 09:33:00,2026-05-01 11:38:00,T-301,South Depot,S-Field,EQ-1098,Generator,1552.00,
,WO-2026-00061,Triaged,2026-05-01 11:21:00,2026-05-01 13:00:00,T-301,South Depot,S-Field,EQ-1098,Generator,,
,WO-2026-00061,Triaged,2026-05-01 14:06:00,2026-05-01 15:09:00,T-301,South Depot,S-Field,EQ-1098,Generator,1686.98,High
,WO-2026-00061,Parts Ordered,2026-05-03 20:06:00,2026-05-03 23:00:00,T-301,South Depot,S-Field,EQ-1098,Generator,240.30,Low
,WO-2026-00061,Parts Received,2026-05-03 22:28:00,2026-05-03 23:54:00,T-301,South Depot,S-Field,EQ-1098,Generator,720.46,High
EVT-0000533,WO-2026-00061,Repair Started,2026-05-04 09:28:00,2026-05-04 12:17:00,T-302,Central Depot,S-Field,EQ-1098,Generator,,
EVT-0000534,WO-2026-00061,Repair Completed,2026-05-04 16:28:00,2026-05-04 16:50:00,T-101,North Depot,S-Field,EQ-1098,Generator,999.77,Medium
EVT-0000535,WO-2026-00061,Tested,2026-05-04 17:58:00,2026-05-04 18:19:00,T-101,North Depot,S-Field,EQ-1098,Generator,2376.67,
EVT-0000536,WO-2026-00061,Returned to Service,2026-05-04 21:55:00,2026-05-05 00:06:00,T-101,North Depot,S-Field,EQ-1098,Generator,881.97,Medium
EVT-0000537,WO-2026-00062,Fault Reported,2026-03-26 12:04:00,2026-03-26 13:52:00,T-102,North Depot,C-Field,EQ-1214,Compressor,545.07,Medium
EVT-0000538,WO-2026-00062,Triaged,2026-03-26 12:45:00,2026-03-26 13:20:00,T-102,North Depot,C-Field,EQ-1214,Compressor,2577.49,High
EVT-0000539,WO-2026-00062,Parts Ordered,2026-03-28 00:45:00,2026-03-28 02:14:00,T-102,North Depot,C-Field,EQ-1214,Compressor,1486.32,
EVT-0000540,WO-2026-00062,Parts Received,2026-03-28 01:50:00,2026-03-28 02:27:00,T-102,North Depot,C-Field,EQ-1214,Compressor,,High
EVT-0000541,WO-2026-00062,Repair Started,2026-03-28 04:50:00,2026-03-28 05:22:00,T-102,North Depot,C-Field,EQ-1214,Compressor,1319.99,High
EVT-0000542,WO-2026-00062,Repair Completed,2026-03-28 07:50:00,2026-03-28 08:17:00,T-102,North Depot,C-Field,EQ-1214,Compressor,2417.56,Medium
,WO-2026-00062,Tested,2026-03-28 08:49:00,2026-03-28 10:30:00,T-202,South Depot,C-Field,EQ-1214,Compressor,499.93,Medium
,WO-2026-00062,Returned to Service,2026-03-28 11:10:00,2026-03-28 12:59:00,T-202,South Depot,C-Field,EQ-1214,Compressor,988.31,High
EVT-0000545,WO-2026-00063,Fault Reported,2026-01-12 21:22:00,2026-01-12 21:39:00,T-201,Central Depot,C-Bay-1,EQ-1115,Valve Assembly,1546.77,Medium
EVT-0000546,WO-2026-00063,Triaged,2026-01-12 22:52:00,2026-01-13 01:23:00,T-102,North Depot,C-Bay-1,EQ-1115,Valve Assembly,1436.53,High
EVT-0000547,WO-2026-00063,Parts Ordered,2026-01-16 05:52:00,2026-01-16 08:18:00,T-102,North Depot,C-Bay-1,EQ-1115,Valve Assembly,1820.74,High
EVT-0000548,WO-2026-00063,Parts Received,2026-01-16 06:04:00,2026-01-16 08:37:00,T-102,North Depot,C-Bay-1,EQ-1115,Valve Assembly,1723.21,Medium
EVT-0000549,WO-2026-00063,Repair Started,2026-01-16 18:04:00,2026-01-16 18:37:00,T-102,North Depot,C-Bay-1,EQ-1115,Valve Assembly,496.41,
EVT-0000550,WO-2026-00063,Repair Completed,2026-01-16 20:04:00,2026-01-16 22:25:00,T-102,North Depot,C-Bay-1,EQ-1115,Valve Assembly,918.11,High
EVT-0000551,WO-2026-00063,Tested,2026-01-16 21:38:00,2026-01-16 23:48:00,T-102,North Depot,C-Bay-1,EQ-1115,Valve Assembly,,
EVT-0000552,WO-2026-00063,Returned to Service,2026-01-17 01:05:00,2026-01-17 04:05:00,T-102,North Depot,C-Bay-1,EQ-1115,Valve Assembly,763.65,Low
EVT-0000553,WO-2026-00064,Fault Reported,2026-01-21 09:50:00,2026-01-21 11:22:00,T-101,North Depot,N-Field,EQ-1539,Valve Assembly,187.60,
EVT-0000554,WO-2026-00064,Triaged,2026-01-21 10:29:00,2026-01-21 10:49:00,T-101,North Depot,N-Field,EQ-1539,Valve Assembly,,Medium
EVT-0000555,WO-2026-00064,Parts Ordered,2026-01-23 12:29:00,2026-01-23 14:04:00,T-102,North Depot,N-Field,EQ-1539,Valve Assembly,300.91,
EVT-0000556,WO-2026-00064,Parts Received,2026-01-23 14:56:00,2026-01-23 15:37:00,T-102,North Depot,N-Field,EQ-1539,Valve Assembly,,Low
EVT-0000557,WO-2026-00064,Repair Started,2026-01-23 15:56:00,2026-01-23 17:38:00,T-102,North Depot,N-Field,EQ-1539,Valve Assembly,2255.78,
EVT-0000558,WO-2026-00064,Repair Completed,2026-01-24 03:56:00,2026-01-24 06:03:00,T-102,North Depot,N-Field,EQ-1539,Valve Assembly,243.90,Low
EVT-0000559,WO-2026-00064,Tested,2026-01-24 05:40:00,2026-01-24 06:15:00,T-102,North Depot,N-Field,EQ-1539,Valve Assembly,1546.36,Medium
EVT-0000560,WO-2026-00064,Returned to Service,2026-01-24 08:03:00,2026-01-24 08:49:00,T-102,North Depot,N-Field,EQ-1539,Valve Assembly,704.96,Low
EVT-0000561,WO-2026-00065,Fault Reported,2026-01-10 13:52:00,2026-01-10 15:04:00,T-201,Central Depot,N-Bay-1,EQ-1714,Pump,2450.81,
EVT-0000562,WO-2026-00065,Triaged,2026-01-10 17:08:00,2026-01-10 18:51:00,T-201,Central Depot,N-Bay-1,EQ-1714,Pump,,
EVT-0000563,WO-2026-00065,Parts Ordered,2026-01-12 06:08:00,2026-01-12 07:06:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,,
EVT-0000564,WO-2026-00065,Parts Received,2026-01-12 09:59:00,2026-01-12 10:04:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,693.29,Low
EVT-0000565,WO-2026-00065,Repair Started,2026-01-12 17:59:00,2026-01-12 19:27:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,1802.91,
EVT-0000566,WO-2026-00065,Repair Completed,2026-01-12 19:59:00,2026-01-12 22:33:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,,
EVT-0000567,WO-2026-00065,Tested,2026-01-12 20:10:00,2026-01-12 22:57:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,126.54,
EVT-0000568,WO-2026-00065,Repair Started,2026-01-12 22:10:00,2026-01-12 22:20:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,1682.20,
EVT-0000569,WO-2026-00065,Repair Completed,2026-01-13 04:10:00,2026-01-13 06:06:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,878.23,Low
EVT-0000570,WO-2026-00065,Tested,2026-01-13 06:50:00,2026-01-13 07:28:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,402.60,Medium
EVT-0000571,WO-2026-00065,Returned to Service,2026-01-13 08:11:00,2026-01-13 09:15:00,T-101,North Depot,N-Bay-1,EQ-1714,Pump,153.22,
EVT-0000572,WO-2026-00066,Fault Reported,2026-01-30 23:51:00,2026-01-31 00:33:00,T-102,North Depot,C-Workshop,EQ-1538,Valve Assembly,2516.75,
EVT-0000573,WO-2026-00066,Triaged,2026-01-31 03:11:00,2026-01-31 06:04:00,T-101,North Depot,C-Workshop,EQ-1538,Valve Assembly,1747.08,Low
EVT-0000574,WO-2026-00066,Parts Ordered,2026-02-02 04:11:00,2026-02-02 05:15:00,T-101,North Depot,C-Workshop,EQ-1538,Valve Assembly,1663.30,Low
EVT-0000575,WO-2026-00066,Parts Received,2026-02-02 06:30:00,2026-02-02 07:37:00,T-101,North Depot,C-Workshop,EQ-1538,Valve Assembly,1201.44,Medium
EVT-0000576,WO-2026-00066,Repair Started,2026-02-02 15:30:00,2026-02-02 15:47:00,T-101,North Depot,C-Workshop,EQ-1538,Valve Assembly,2013.83,
EVT-0000577,WO-2026-00066,Repair Completed,2026-02-03 00:30:00,2026-02-03 03:24:00,T-101,North Depot,C-Workshop,EQ-1538,Valve Assembly,2153.90,
EVT-0000578,WO-2026-00066,Tested,2026-02-03 04:18:00,2026-02-03 05:59:00,T-101,North Depot,C-Workshop,EQ-1538,Valve Assembly,434.70,
EVT-0000579,WO-2026-00066,Returned to Service,2026-02-03 08:04:00,2026-02-03 10:09:00,T-101,North Depot,C-Workshop,EQ-1538,Valve Assembly,,
EVT-0000580,WO-2026-00067,Fault Reported,2026-02-22 06:14:00,2026-02-22 07:29:00,T-101,North Depot,C-Workshop,EQ-1682,Compressor,1945.60,High
EVT-0000581,WO-2026-00067,Triaged,2026-02-22 08:13:00,2026-02-22 10:32:00,T-101,North Depot,C-Workshop,EQ-1682,Compressor,243.26,Low
EVT-0000582,WO-2026-00067,Triaged,2026-02-22 11:09:00,2026-02-22 12:35:00,T-101,North Depot,C-Workshop,EQ-1682,Compressor,163.01,Medium
EVT-0000583,WO-2026-00067,Parts Ordered,2026-02-23 15:09:00,2026-02-23 17:15:00,T-101,North Depot,C-Workshop,EQ-1682,Compressor,1049.35,
EVT-0000584,WO-2026-00067,Parts Received,2026-02-23 18:33:00,2026-02-23 19:34:00,T-101,North Depot,C-Workshop,EQ-1682,Compressor,263.20,High
EVT-0000585,WO-2026-00067,Repair Started,2026-02-23 19:33:00,2026-02-23 19:45:00,T-101,North Depot,C-Workshop,EQ-1682,Compressor,,High
EVT-0000586,WO-2026-00067,Repair Completed,2026-02-24 05:33:00,2026-02-24 06:06:00,T-101,North Depot,C-Workshop,EQ-1682,Compressor,456.22,Medium
EVT-0000587,WO-2026-00067,Tested,2026-02-24 08:08:00,2026-02-24 09:36:00,T-102,North Depot,C-Workshop,EQ-1682,Compressor,773.20,High
,WO-2026-00067,Returned to Service,2026-02-24 09:32:00,2026-02-24 11:58:00,T-302,South Depot,C-Workshop,EQ-1682,Compressor,,High
,WO-2026-00068,Fault Reported,2026-03-15 15:33:00,2026-03-15 17:27:00,T-302,South Depot,C-Field,EQ-1844,Pump,291.27,High
,WO-2026-00068,Triaged,2026-03-15 19:20:00,2026-03-15 21:13:00,T-302,South Depot,C-Field,EQ-1844,Pump,1495.56,
,WO-2026-00068,Parts Ordered,2026-03-15 19:20:00,2026-03-15 20:45:00,T-302,South Depot,C-Field,EQ-1844,Pump,,
,WO-2026-00068,Parts Received,2026-03-15 23:11:00,2026-03-15 23:28:00,T-302,South Depot,C-Field,EQ-1844,Pump,1632.48,Low
,WO-2026-00068,Repair Started,2026-03-16 03:11:00,2026-03-16 04:24:00,T-302,South Depot,C-Field,EQ-1844,Pump,,Low
,WO-2026-00068,Repair Completed,2026-03-16 11:11:00,2026-03-16 11:30:00,T-302,South Depot,C-Field,EQ-1844,Pump,2418.08,High
,WO-2026-00068,Tested,2026-03-16 12:27:00,2026-03-16 14:09:00,T-302,South Depot,C-Field,EQ-1844,Pump,2304.73,Medium
,WO-2026-00068,Returned to Service,2026-03-16 14:44:00,2026-03-16 16:31:00,T-302,South Depot,C-Field,EQ-1844,Pump,2245.50,Low
EVT-0000597,WO-2026-00069,Fault Reported,2026-01-31 23:49:00,2026-02-01 01:25:00,T-102,North Depot,N-Field,EQ-1949,Valve Assembly,1955.13,Medium
EVT-0000598,WO-2026-00069,Triaged,2026-02-01 00:30:00,2026-02-01 01:40:00,T-102,North Depot,N-Field,EQ-1949,Valve Assembly,2159.87,
EVT-0000599,WO-2026-00069,Parts Ordered,2026-02-03 03:30:00,2026-02-03 04:59:00,T-102,North Depot,N-Field,EQ-1949,Valve Assembly,489.36,
,WO-2026-00069,Parts Received,2026-02-03 06:46:00,2026-02-03 07:40:00,T-301,South Depot,N-Field,EQ-1949,Valve Assembly,,
,WO-2026-00069,Repair Started,2026-02-03 15:46:00,2026-02-03 17:21:00,T-301,South Depot,N-Field,EQ-1949,Valve Assembly,883.90,Medium
EVT-0000602,WO-2026-00069,Repair Completed,2026-02-03 23:46:00,2026-02-04 02:14:00,T-101,North Depot,N-Field,EQ-1949,Valve Assembly,1535.90,Medium
EVT-0000603,WO-2026-00069,Tested,2026-02-04 02:32:00,2026-02-04 05:02:00,T-101,North Depot,N-Field,EQ-1949,Valve Assembly,2142.13,Medium
EVT-0000604,WO-2026-00069,Returned to Service,2026-02-04 03:47:00,2026-02-04 04:49:00,T-101,North Depot,N-Field,EQ-1949,Valve Assembly,301.67,Low
EVT-0000605,WO-2026-00070,Fault Reported,2026-04-02 18:41:00,2026-04-02 20:18:00,T-302,Central Depot,S-Field,EQ-1110,Compressor,2168.13,Medium
EVT-0000606,WO-2026-00070,Triaged,2026-04-02 19:09:00,2026-04-02 21:44:00,T-302,Central Depot,S-Field,EQ-1110,Compressor,833.67,Low
EVT-0000607,WO-2026-00070,Parts Ordered,2026-04-03 23:09:00,2026-04-04 02:02:00,T-302,Central Depot,S-Field,EQ-1110,Compressor,2315.94,High
EVT-0000608,WO-2026-00070,Parts Received,2026-04-04 02:52:00,2026-04-04 04:19:00,T-302,Central Depot,S-Field,EQ-1110,Compressor,756.59,
EVT-0000609,WO-2026-00070,Repair Started,2026-04-04 06:52:00,2026-04-04 07:50:00,T-302,Central Depot,S-Field,EQ-1110,Compressor,62.34,Medium
EVT-0000610,WO-2026-00070,Repair Completed,2026-04-04 15:52:00,2026-04-04 16:59:00,T-102,North Depot,S-Field,EQ-1110,Compressor,,High
EVT-0000611,WO-2026-00070,Tested,2026-04-04 18:17:00,2026-04-04 19:33:00,T-102,North Depot,S-Field,EQ-1110,Compressor,1760.89,
EVT-0000612,WO-2026-00070,Returned to Service,2026-04-04 18:22:00,2026-04-04 19:54:00,T-102,North Depot,S-Field,EQ-1110,Compressor,1359.59,
,WO-2026-00071,Fault Reported,2026-01-23 05:44:00,2026-01-23 06:14:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,2211.05,
,WO-2026-00071,Triaged,2026-01-23 07:10:00,2026-01-23 08:19:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,,High
,WO-2026-00071,Escalated to Specialist,2026-01-23 09:38:00,2026-01-23 11:19:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,2399.08,High
,WO-2026-00071,Parts Ordered,2026-01-25 11:38:00,2026-01-25 14:18:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,325.87,Low
,WO-2026-00071,Parts Received,2026-01-25 14:46:00,2026-01-25 17:07:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,,Low
,WO-2026-00071,Repair Started,2026-01-25 22:46:00,2026-01-25 23:18:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,,High
,WO-2026-00071,Repair Completed,2026-01-26 09:46:00,2026-01-26 11:47:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,1741.73,Medium
,WO-2026-00071,Tested,2026-01-26 11:12:00,2026-01-26 13:53:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,1713.62,
,WO-2026-00071,Returned to Service,2026-01-26 11:36:00,2026-01-26 14:22:00,T-301,South Depot,S-Bay-1,EQ-1560,Pump,701.62,
EVT-0000622,WO-2026-00072,Fault Reported,2026-04-21 22:24:00,2026-04-22 01:06:00,T-302,Central Depot,C-Workshop,EQ-1238,Generator,1488.60,Low
EVT-0000623,WO-2026-00072,Triaged,2026-04-22 01:12:00,2026-04-22 03:22:00,T-302,Central Depot,C-Workshop,EQ-1238,Generator,555.67,
EVT-0000624,WO-2026-00072,Parts Ordered,2026-04-24 19:12:00,2026-04-24 21:20:00,T-201,Central Depot,C-Workshop,EQ-1238,Generator,1496.56,Medium
EVT-0000625,WO-2026-00072,Parts Received,2026-04-24 22:30:00,2026-04-25 01:26:00,T-201,Central Depot,C-Workshop,EQ-1238,Generator,2426.27,Medium
EVT-0000626,WO-2026-00072,Repair Started,2026-04-25 03:30:00,2026-04-25 05:01:00,T-201,Central Depot,C-Workshop,EQ-1238,Generator,1707.63,
EVT-0000627,WO-2026-00072,Repair Completed,2026-04-25 14:30:00,2026-04-25 15:07:00,T-201,Central Depot,C-Workshop,EQ-1238,Generator,1359.24,Low
EVT-0000628,WO-2026-00072,Tested,2026-04-25 16:44:00,2026-04-25 17:10:00,T-201,Central Depot,C-Workshop,EQ-1238,Generator,2292.66,Medium
EVT-0000629,WO-2026-00072,Returned to Service,2026-04-25 19:03:00,2026-04-25 19:55:00,T-201,Central Depot,C-Workshop,EQ-1238,Generator,776.12,
EVT-0000630,WO-2026-00073,Fault Reported,2026-04-27 09:57:00,2026-04-27 12:51:00,T-102,North Depot,N-Bay-2,EQ-1998,Conveyor,706.73,Low
EVT-0000631,WO-2026-00073,Triaged,2026-04-27 12:48:00,2026-04-27 15:07:00,T-102,North Depot,N-Bay-2,EQ-1998,Conveyor,,Medium
EVT-0000632,WO-2026-00073,Parts Ordered,2026-04-30 02:48:00,2026-04-30 04:44:00,T-102,North Depot,N-Bay-2,EQ-1998,Conveyor,1302.67,
EVT-0000633,WO-2026-00073,Parts Received,2026-04-30 05:59:00,2026-04-30 07:37:00,T-102,North Depot,N-Bay-2,EQ-1998,Conveyor,1293.98,Low
EVT-0000634,WO-2026-00073,Repair Started,2026-04-30 08:59:00,2026-04-30 11:22:00,T-102,North Depot,N-Bay-2,EQ-1998,Conveyor,325.45,
EVT-0000635,WO-2026-00073,Repair Completed,2026-04-30 19:59:00,2026-04-30 21:32:00,T-102,North Depot,N-Bay-2,EQ-1998,Conveyor,737.60,Medium
EVT-0000636,WO-2026-00073,Tested,2026-04-30 23:10:00,2026-04-30 23:37:00,T-102,North Depot,N-Bay-2,EQ-1998,Conveyor,2032.60,Medium
EVT-0000637,WO-2026-00073,Returned to Service,2026-04-30 23:22:00,2026-05-01 00:15:00,T-102,North Depot,N-Bay-2,EQ-1998,Conveyor,50.51,Medium
EVT-0000638,WO-2026-00074,Fault Reported,2026-04-14 07:06:00,2026-04-14 09:55:00,T-201,Central Depot,S-Bay-1,EQ-1528,Compressor,,
EVT-0000639,WO-2026-00074,Triaged,2026-04-14 09:30:00,2026-04-14 11:37:00,T-201,Central Depot,S-Bay-1,EQ-1528,Compressor,2402.87,Low
EVT-0000640,WO-2026-00074,Parts Ordered,2026-04-15 17:30:00,2026-04-15 19:37:00,T-201,Central Depot,S-Bay-1,EQ-1528,Compressor,771.75,Medium
EVT-0000641,WO-2026-00074,Parts Received,2026-04-15 21:16:00,2026-04-16 00:15:00,T-201,Central Depot,S-Bay-1,EQ-1528,Compressor,691.04,Low
EVT-0000642,WO-2026-00074,Repair Started,2026-04-16 02:16:00,2026-04-16 05:10:00,T-201,Central Depot,S-Bay-1,EQ-1528,Compressor,725.38,
EVT-0000643,WO-2026-00074,Repair Completed,2026-04-16 13:16:00,2026-04-16 15:03:00,T-201,Central Depot,S-Bay-1,EQ-1528,Compressor,477.62,Low
EVT-0000644,WO-2026-00074,Tested,2026-04-16 14:22:00,2026-04-16 15:56:00,T-201,Central Depot,S-Bay-1,EQ-1528,Compressor,1768.29,Medium
EVT-0000645,WO-2026-00074,Returned to Service,2026-04-16 16:04:00,2026-04-16 17:45:00,T-201,Central Depot,S-Bay-1,EQ-1528,Compressor,2107.35,Low
EVT-0000646,WO-2026-00075,Fault Reported,2026-05-13 04:44:00,2026-05-13 05:37:00,T-201,Central Depot,N-Bay-2,EQ-1458,Compressor,679.18,
EVT-0000647,WO-2026-00075,Triaged,2026-05-13 07:31:00,2026-05-13 08:33:00,T-201,Central Depot,N-Bay-2,EQ-1458,Compressor,,
EVT-0000648,WO-2026-00075,Parts Ordered,2026-05-14 16:31:00,2026-05-14 19:29:00,T-201,Central Depot,N-Bay-2,EQ-1458,Compressor,682.78,Medium
EVT-0000649,WO-2026-00075,Parts Received,2026-05-14 17:25:00,2026-05-14 20:17:00,T-201,Central Depot,N-Bay-2,EQ-1458,Compressor,2566.37,High
EVT-0000650,WO-2026-00075,Repair Started,2026-05-14 19:25:00,2026-05-14 22:12:00,T-302,Central Depot,N-Bay-2,EQ-1458,Compressor,,Low
EVT-0000651,WO-2026-00075,Repair Completed,2026-05-15 04:25:00,2026-05-15 06:06:00,T-302,Central Depot,N-Bay-2,EQ-1458,Compressor,1901.97,
EVT-0000652,WO-2026-00075,Tested,2026-05-15 07:27:00,2026-05-15 08:58:00,T-302,Central Depot,N-Bay-2,EQ-1458,Compressor,546.88,Low
EVT-0000653,WO-2026-00075,Returned to Service,2026-05-15 10:54:00,2026-05-15 13:22:00,T-201,Central Depot,N-Bay-2,EQ-1458,Compressor,2428.94,High
EVT-0000654,WO-2026-00076,Fault Reported,2026-02-06 22:13:00,2026-02-07 00:06:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,2220.42,Medium
EVT-0000655,WO-2026-00076,Triaged,2026-02-07 01:47:00,2026-02-07 01:52:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,,
EVT-0000656,WO-2026-00076,Parts Ordered,2026-02-10 02:47:00,2026-02-10 03:10:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,1938.95,High
EVT-0000657,WO-2026-00076,Parts Received,2026-02-10 05:42:00,2026-02-10 08:01:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,645.50,Medium
EVT-0000658,WO-2026-00076,Parts Ordered,2026-02-13 14:42:00,2026-02-13 17:06:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,1572.20,
EVT-0000659,WO-2026-00076,Parts Received,2026-02-13 18:23:00,2026-02-13 19:42:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,680.08,High
EVT-0000660,WO-2026-00076,Repair Started,2026-02-14 06:23:00,2026-02-14 06:31:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,125.51,Medium
EVT-0000661,WO-2026-00076,Repair Completed,2026-02-14 11:23:00,2026-02-14 11:52:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,963.04,High
EVT-0000662,WO-2026-00076,Tested,2026-02-14 12:17:00,2026-02-14 12:44:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,1758.80,Low
EVT-0000663,WO-2026-00076,Returned to Service,2026-02-14 14:40:00,2026-02-14 16:16:00,T-201,Central Depot,C-Workshop,EQ-1655,Compressor,181.98,Low
,WO-2026-00077,Fault Reported,2026-02-26 03:38:00,2026-02-26 03:48:00,T-302,South Depot,N-Field,EQ-1578,Pump,404.78,High
,WO-2026-00077,Triaged,2026-02-26 06:47:00,2026-02-26 07:56:00,T-302,South Depot,N-Field,EQ-1578,Pump,439.37,High
,WO-2026-00077,Parts Ordered,2026-02-27 06:47:00,2026-02-27 09:28:00,T-302,South Depot,N-Field,EQ-1578,Pump,648.52,Medium
,WO-2026-00077,Parts Received,2026-02-27 08:26:00,2026-02-27 09:04:00,T-302,South Depot,N-Field,EQ-1578,Pump,2218.65,Low
,WO-2026-00077,Repair Started,2026-02-27 18:26:00,2026-02-27 21:01:00,T-302,South Depot,N-Field,EQ-1578,Pump,2071.71,
,WO-2026-00077,Repair Completed,2026-02-28 03:26:00,2026-02-28 06:23:00,T-302,South Depot,N-Field,EQ-1578,Pump,,
,WO-2026-00077,Tested,2026-02-28 05:58:00,2026-02-28 07:53:00,T-302,South Depot,N-Field,EQ-1578,Pump,1813.93,
,WO-2026-00077,Repair Started,2026-02-28 11:58:00,2026-02-28 14:16:00,T-302,South Depot,N-Field,EQ-1578,Pump,,Low
,WO-2026-00077,Repair Completed,2026-02-28 18:58:00,2026-02-28 20:16:00,T-302,South Depot,N-Field,EQ-1578,Pump,1339.02,Medium
,WO-2026-00077,Tested,2026-02-28 20:52:00,2026-02-28 21:42:00,T-302,South Depot,N-Field,EQ-1578,Pump,1991.67,Medium
,WO-2026-00077,Returned to Service,2026-02-28 21:03:00,2026-02-28 23:32:00,T-302,South Depot,N-Field,EQ-1578,Pump,981.14,
EVT-0000675,WO-2026-00078,Fault Reported,2026-02-17 21:51:00,2026-02-17 23:10:00,T-202,Central Depot,C-Workshop,EQ-1453,Conveyor,468.99,
EVT-0000676,WO-2026-00078,Triaged,2026-02-18 01:43:00,2026-02-18 02:16:00,T-202,Central Depot,C-Workshop,EQ-1453,Conveyor,861.60,Low
EVT-0000677,WO-2026-00078,Parts Ordered,2026-02-21 09:43:00,2026-02-21 10:22:00,T-202,Central Depot,C-Workshop,EQ-1453,Conveyor,1905.71,
EVT-0000678,WO-2026-00078,Parts Received,2026-02-21 12:11:00,2026-02-21 14:44:00,T-202,Central Depot,C-Workshop,EQ-1453,Conveyor,,Low
EVT-0000679,WO-2026-00078,Repair Started,2026-02-21 18:11:00,2026-02-21 20:22:00,T-202,Central Depot,C-Workshop,EQ-1453,Conveyor,1186.12,Medium
EVT-0000680,WO-2026-00078,Repair Completed,2026-02-21 21:11:00,2026-02-21 22:54:00,T-202,Central Depot,C-Workshop,EQ-1453,Conveyor,,Medium
EVT-0000681,WO-2026-00078,Tested,2026-02-21 23:57:00,2026-02-22 02:44:00,T-202,Central Depot,C-Workshop,EQ-1453,Conveyor,2550.76,Medium
EVT-0000682,WO-2026-00078,Returned to Service,2026-02-22 00:49:00,2026-02-22 01:05:00,T-202,Central Depot,C-Workshop,EQ-1453,Conveyor,840.74,Medium
,WO-2026-00079,Fault Reported,2026-04-22 13:12:00,2026-04-22 13:26:00,T-301,South Depot,C-Bay-1,EQ-1618,Compressor,,Medium
,WO-2026-00079,Triaged,2026-04-22 15:22:00,2026-04-22 17:56:00,T-301,South Depot,C-Bay-1,EQ-1618,Compressor,,High
,WO-2026-00079,Parts Ordered,2026-04-25 17:22:00,2026-04-25 19:49:00,T-301,South Depot,C-Bay-1,EQ-1618,Compressor,45.81,
,WO-2026-00079,Parts Received,2026-04-25 20:33:00,2026-04-25 20:38:00,T-301,South Depot,C-Bay-1,EQ-1618,Compressor,,
